 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation
CN3500600000000,35,6,"Cibola County, NM"
CN3500700000000,35,7,"Colfax County, NM"
CN3500900000000,35,9,"Curry County, NM"
CN3501100000000,35,11,"De Baca County, NM"
CN3501300000000,35,13,"Dona Ana County, NM"
CN3501500000000,35,15,"Eddy County, NM"
CN3501700000000,35,17,"Grant County, NM"
CN3501900000000,35,19,"Guadalupe County, NM"
CN3502100000000,35,21,"Harding County, NM"
CN3502300000000,35,23,"Hidalgo County, NM"
CN3502500000000,35,25,"Lea County, NM"
CN3502700000000,35,27,"Lincoln County, NM"
CN3502800000000,35,28,"Los Alamos County, NM"
CN3502900000000,35,29,"Luna County, NM"
CN3503100000000,35,31,"McKinley County, NM"
CN3503300000000,35,33,"Mora County, NM"
CN3503500000000,35,35,"Otero County, NM"
CN3503700000000,35,37,"Quay County, NM"
CN3503900000000,35,39,"Rio Arriba County, NM"
CN3504100000000,35,41,"Roosevelt County, NM"
CN3504300000000,35,43,"Sandoval County, NM"
CN3504500000000,35,45,"San Juan County, NM"
CN3504700000000,35,47,"San Miguel County, NM"
CN3504900000000,35,49,"Santa Fe County, NM"
CN3505100000000,35,51,"Sierra County, NM"
CN3505300000000,35,53,"Socorro County, NM"
CN3505500000000,35,55,"Taos County, NM"
CN3505700000000,35,57,"Torrance County, NM"
CN3505900000000,35,59,"Union County, NM"
CN3506100000000,35,61,"Valencia County, NM"
CN3600100000000,36,1,"Albany County, NY"
CN3600300000000,36,3,"Allegany County, NY"
CN3600500000000,36,5,"Bronx County, NY"
CN3600700000000,36,7,"Broome County, NY"
CN3600900000000,36,9,"Cattaraugus County, NY"
CN3601100000000,36,11,"Cayuga County, NY"
CN3601300000000,36,13,"Chautauqua County, NY"
CN3601500000000,36,15,"Chemung County, NY"
CN3601700000000,36,17,"Chenango County, NY"
CN3601900000000,36,19,"Clinton County, NY"
CN3602100000000,36,21,"Columbia County, NY"
CN3602300000000,36,23,"Cortland County, NY"
CN3602500000000,36,25,"Delaware County, NY"
CN3602700000000,36,27,"Dutchess County, NY"
CN3602900000000,36,29,"Erie County, NY"
CN3603100000000,36,31,"Essex County, NY"
CN3603300000000,36,33,"Franklin County, NY"
CN3603500000000,36,35,"Fulton County, NY"
CN3603700000000,36,37,"Genesee County, NY"
CN3603900000000,36,39,"Greene County, NY"
CN3604100000000,36,41,"Hamilton County, NY"
CN3604300000000,36,43,"Herkimer County, NY"
CN3604500000000,36,45,"Jefferson County, NY"
CN3604700000000,36,47,"Kings County, NY"
CN3604900000000,36,49,"Lewis County, NY"
CN3605100000000,36,51,"Livingston County, NY"
CN3605300000000,36,53,"Madison County, NY"
CN3605500000000,36,55,"Monroe County, NY"
CN3605700000000,36,57,"Montgomery County, NY"
CN3605900000000,36,59,"Nassau County, NY"
CN3606100000000,36,61,"New York County, NY"
CN3606300000000,36,63,"Niagara County, NY"
CN3606500000000,36,65,"Oneida County, NY"
CN3606700000000,36,67,"Onondaga County, NY"
CN3606900000000,36,69,"Ontario County, NY"
CN3607100000000,36,71,"Orange County, NY"
CN3607300000000,36,73,"Orleans County, NY"
CN3607500000000,36,75,"Oswego County, NY"
CN3607700000000,36,77,"Otsego County, NY"
CN3607900000000,36,79,"Putnam County, NY"
CN3608100000000,36,81,"Queens County, NY"
CN3608300000000,36,83,"Rensselaer County, NY"
CN3608500000000,36,85,"Richmond County, NY"
CN3608700000000,36,87,"Rockland County, NY"
CN3608900000000,36,89,"St. Lawrence County, NY"
CN3609100000000,36,91,"Saratoga County, NY"
CN3609300000000,36,93,"Schenectady County, NY"
CN3609500000000,36,95,"Schoharie County, NY"
CN3609700000000,36,97,"Schuyler County, NY"
CN3609900000000,36,99,"Seneca County, NY"
CN3610100000000,36,101,"Steuben County, NY"
CN3610300000000,36,103,"Suffolk County, NY"
CN3610500000000,36,105,"Sullivan County, NY"
CN3610700000000,36,107,"Tioga County, NY"
CN3610900000000,36,109,"Tompkins County, NY"
CN3611100000000,36,111,"Ulster County, NY"
CN3611300000000,36,113,"Warren County, NY"
CN3611500000000,36,115,"Washington County, NY"
CN3611700000000,36,117,"Wayne County, NY"
CN3611900000000,36,119,"Westchester County, NY"
CN3612100000000,36,121,"Wyoming County, NY"
CN3612300000000,36,123,"Yates County, NY"
CN3700100000000,37,1,"Alamance County, NC"
CN3700300000000,37,3,"Alexander County, NC"
CN3700500000000,37,5,"Alleghany County, NC"
CN3700700000000,37,7,"Anson County, NC"
CN3700900000000,37,9,"Ashe County, NC"
CN3701100000000,37,11,"Avery County, NC"
CN3701300000000,37,13,"Beaufort County, NC"
CN3701500000000,37,15,"Bertie County, NC"
CN3701700000000,37,17,"Bladen County, NC"
CN3701900000000,37,19,"Brunswick County, NC"
CN3702100000000,37,21,"Buncombe County, NC"
CN3702300000000,37,23,"Burke County, NC"
CN3702500000000,37,25,"Cabarrus County, NC"
CN3702700000000,37,27,"Caldwell County, NC"
CN3702900000000,37,29,"Camden County, NC"
CN3703100000000,37,31,"Carteret County, NC"
CN3703300000000,37,33,"Caswell County, NC"
CN3703500000000,37,35,"Catawba County, NC"
CN3703700000000,37,37,"Chatham County, NC"
CN3703900000000,37,39,"Cherokee County, NC"
CN3704100000000,37,41,"Chowan County, NC"
CN3704300000000,37,43,"Clay County, NC"
CN3704500000000,37,45,"Cleveland County, NC"
CN3704700000000,37,47,"Columbus County, NC"
CN3704900000000,37,49,"Craven County, NC"
CN3705100000000,37,51,"Cumberland County, NC"
CN3705300000000,37,53,"Currituck County, NC"
CN3705500000000,37,55,"Dare County, NC"
CN3705700000000,37,57,"Davidson County, NC"
CN3705900000000,37,59,"Davie County, NC"
CN3706100000000,37,61,"Duplin County, NC"
CN3706300000000,37,63,"Durham County, NC"
CN3706500000000,37,65,"Edgecombe County, NC"
CN3706700000000,37,67,"Forsyth County, NC"
CN3706900000000,37,69,"Franklin County, NC"
CN3707100000000,37,71,"Gaston County, NC"
CN3707300000000,37,73,"Gates County, NC"
CN3707500000000,37,75,"Graham County, NC"
CN3707700000000,37,77,"Granville County, NC"
CN3707900000000,37,79,"Greene County, NC"
CN3708100000000,37,81,"Guilford County, NC"
CN3708300000000,37,83,"Halifax County, NC"
CN3708500000000,37,85,"Harnett County, NC"
CN3708700000000,37,87,"Haywood County, NC"
CN3708900000000,37,89,"Henderson County, NC"
CN3709100000000,37,91,"Hertford County, NC"
CN3709300000000,37,93,"Hoke County, NC"
CN3709500000000,37,95,"Hyde County, NC"
CN3709700000000,37,97,"Iredell County, NC"
CN3709900000000,37,99,"Jackson County, NC"
CN3710100000000,37,101,"Johnston County, NC"
CN3710300000000,37,103,"Jones County, NC"
CN3710500000000,37,105,"Lee County, NC"
CN3710700000000,37,107,"Lenoir County, NC"
CN3710900000000,37,109,"Lincoln County, NC"
CN3711100000000,37,111,"McDowell County, NC"
CN3711300000000,37,113,"Macon County, NC"
CN3711500000000,37,115,"Madison County, NC"
CN3711700000000,37,117,"Martin County, NC"
CN3711900000000,37,119,"Mecklenburg County, NC"
CN3712100000000,37,121,"Mitchell County, NC"
CN3712300000000,37,123,"Montgomery County, NC"
CN3712500000000,37,125,"Moore County, NC"
CN3712700000000,37,127,"Nash County, NC"
CN3712900000000,37,129,"New Hanover County, NC"
CN3713100000000,37,131,"Northampton County, NC"
CN3713300000000,37,133,"Onslow County, NC"
CN3713500000000,37,135,"Orange County, NC"
CN3713700000000,37,137,"Pamlico County, NC"
CN3713900000000,37,139,"Pasquotank County, NC"
CN3714100000000,37,141,"Pender County, NC"
CN3714300000000,37,143,"Perquimans County, NC"
CN3714500000000,37,145,"Person County, NC"
CN3714700000000,37,147,"Pitt County, NC"
CN3714900000000,37,149,"Polk County, NC"
CN3715100000000,37,151,"Randolph County, NC"
CN3715300000000,37,153,"Richmond County, NC"
CN3715500000000,37,155,"Robeson County, NC"
CN3715700000000,37,157,"Rockingham County, NC"
CN3715900000000,37,159,"Rowan County, NC"
CN3716100000000,37,161,"Rutherford County, NC"
CN3716300000000,37,163,"Sampson County, NC"
CN3716500000000,37,165,"Scotland County, NC"
CN3716700000000,37,167,"Stanly County, NC"
CN3716900000000,37,169,"Stokes County, NC"
CN3717100000000,37,171,"Surry County, NC"
CN3717300000000,37,173,"Swain County, NC"
CN3717500000000,37,175,"Transylvania County, NC"
CN3717700000000,37,177,"Tyrrell County, NC"
CN3717900000000,37,179,"Union County, NC"
CN3718100000000,37,181,"Vance County, NC"
CN3718300000000,37,183,"Wake County, NC"
CN3718500000000,37,185,"Warren County, NC"
CN3718700000000,37,187,"Washington County, NC"
CN3718900000000,37,189,"Watauga County, NC"
CN3719100000000,37,191,"Wayne County, NC"
CN3719300000000,37,193,"Wilkes County, NC"
CN3719500000000,37,195,"Wilson County, NC"
CN3719700000000,37,197,"Yadkin County, NC"
CN3719900000000,37,199,"Yancey County, NC"
CN3800100000000,38,1,"Adams County, ND"
CN3800300000000,38,3,"Barnes County, ND"
CN3800500000000,38,5,"Benson County, ND"
CN3800700000000,38,7,"Billings County, ND"
CN3800900000000,38,9,"Bottineau County, ND"
CN3801100000000,38,11,"Bowman County, ND"
CN3801300000000,38,13,"Burke County, ND"
CN3801500000000,38,15,"Burleigh County, ND"
CN3801700000000,38,17,"Cass County, ND"
CN3801900000000,38,19,"Cavalier County, ND"
CN3802100000000,38,21,"Dickey County, ND"
CN3802300000000,38,23,"Divide County, ND"
CN3802500000000,38,25,"Dunn County, ND"
CN3802700000000,38,27,"Eddy County, ND"
CN3802900000000,38,29,"Emmons County, ND"
CN3803100000000,38,31,"Foster County, ND"
CN3803300000000,38,33,"Golden Valley County, ND"
CN3803500000000,38,35,"Grand Forks County, ND"
CN3803700000000,38,37,"Grant County, ND"
CN3803900000000,38,39,"Griggs County, ND"
CN3804100000000,38,41,"Hettinger County, ND"
CN3804300000000,38,43,"Kidder County, ND"
CN3804500000000,38,45,"LaMoure County, ND"
CN3804700000000,38,47,"Logan County, ND"
CN3804900000000,38,49,"McHenry County, ND"
CN3805100000000,38,51,"McIntosh County, ND"
CN3805300000000,38,53,"McKenzie County, ND"
CN3805500000000,38,55,"McLean County, ND"
CN3805700000000,38,57,"Mercer County, ND"
CN3805900000000,38,59,"Morton County, ND"
CN3806100000000,38,61,"Mountrail County, ND"
CN3806300000000,38,63,"Nelson County, ND"
CN3806500000000,38,65,"Oliver County, ND"
CN3806700000000,38,67,"Pembina County, ND"
CN3806900000000,38,69,"Pierce County, ND"
CN3807100000000,38,71,"Ramsey County, ND"
CN3807300000000,38,73,"Ransom County, ND"
CN3807500000000,38,75,"Renville County, ND"
CN3807700000000,38,77,"Richland County, ND"
CN3807900000000,38,79,"Rolette County, ND"
CN3808100000000,38,81,"Sargent County, ND"
CN3808300000000,38,83,"Sheridan County, ND"
CN3808500000000,38,85,"Sioux County, ND"
CN3808700000000,38,87,"Slope County, ND"
CN3808900000000,38,89,"Stark County, ND"
CN3809100000000,38,91,"Steele County, ND"
CN3809300000000,38,93,"Stutsman County, ND"
CN3809500000000,38,95,"Towner County, ND"
CN3809700000000,38,97,"Traill County, ND"
CN3809900000000,38,99,"Walsh County, ND"
CN3810100000000,38,101,"Ward County, ND"
CN3810300000000,38,103,"Wells County, ND"
CN3810500000000,38,105,"Williams County, ND"
CN3900100000000,39,1,"Adams County, OH"
CN3900300000000,39,3,"Allen County, OH"
CN3900500000000,39,5,"Ashland County, OH"
CN3900700000000,39,7,"Ashtabula County, OH"
CN3900900000000,39,9,"Athens County, OH"
CN3901100000000,39,11,"Auglaize County, OH"
CN3901300000000,39,13,"Belmont County, OH"
CN3901500000000,39,15,"Brown County, OH"
CN3901700000000,39,17,"Butler County, OH"
CN3901900000000,39,19,"Carroll County, OH"
CN3902100000000,39,21,"Champaign County, OH"
CN3902300000000,39,23,"Clark County, OH"
CN3902500000000,39,25,"Clermont County, OH"
CN3902700000000,39,27,"Clinton County, OH"
CN3902900000000,39,29,"Columbiana County, OH"
CN3903100000000,39,31,"Coshocton County, OH"
CN3903300000000,39,33,"Crawford County, OH"
CN3903500000000,39,35,"Cuyahoga County, OH"
CN3903700000000,39,37,"Darke County, OH"
CN3903900000000,39,39,"Defiance County, OH"
CN3904100000000,39,41,"Delaware County, OH"
CN3904300000000,39,43,"Erie County, OH"
CN3904500000000,39,45,"Fairfield County, OH"
CN3904700000000,39,47,"Fayette County, OH"
CN3904900000000,39,49,"Franklin County, OH"
CN3905100000000,39,51,"Fulton County, OH"
CN3905300000000,39,53,"Gallia County, OH"
CN3905500000000,39,55,"Geauga County, OH"
CN3905700000000,39,57,"Greene County, OH"
CN3905900000000,39,59,"Guernsey County, OH"
CN3906100000000,39,61,"Hamilton County, OH"
CN3906300000000,39,63,"Hancock County, OH"
CN3906500000000,39,65,"Hardin County, OH"
CN3906700000000,39,67,"Harrison County, OH"
CN3906900000000,39,69,"Henry County, OH"
CN3907100000000,39,71,"Highland County, OH"
CN3907300000000,39,73,"Hocking County, OH"
CN3907500000000,39,75,"Holmes County, OH"
CN3907700000000,39,77,"Huron County, OH"
CN3907900000000,39,79,"Jackson County, OH"
CN3908100000000,39,81,"Jefferson County, OH"
CN3908300000000,39,83,"Knox County, OH"
CN3908500000000,39,85,"Lake County, OH"
CN3908700000000,39,87,"Lawrence County, OH"
CN3908900000000,39,89,"Licking County, OH"
CN3909100000000,39,91,"Logan County, OH"
CN3909300000000,39,93,"Lorain County, OH"
CN3909500000000,39,95,"Lucas County, OH"
CN3909700000000,39,97,"Madison County, OH"
CN3909900000000,39,99,"Mahoning County, OH"
CN3910100000000,39,101,"Marion County, OH"
CN3910300000000,39,103,"Medina County, OH"
CN3910500000000,39,105,"Meigs County, OH"
CN3910700000000,39,107,"Mercer County, OH"
CN3910900000000,39,109,"Miami County, OH"
CN3911100000000,39,111,"Monroe County, OH"
CN3911300000000,39,113,"Montgomery County, OH"
CN3911500000000,39,115,"Morgan County, OH"
CN3911700000000,39,117,"Morrow County, OH"
CN3911900000000,39,119,"Muskingum County, OH"
CN3912100000000,39,121,"Noble County, OH"
CN3912300000000,39,123,"Ottawa County, OH"
CN3912500000000,39,125,"Paulding County, OH"
CN3912700000000,39,127,"Perry County, OH"
CN3912900000000,39,129,"Pickaway County, OH"
CN3913100000000,39,131,"Pike County, OH"
CN3913300000000,39,133,"Portage County, OH"
CN3913500000000,39,135,"Preble County, OH"
CN3913700000000,39,137,"Putnam County, OH"
CN3913900000000,39,139,"Richland County, OH"
CN3914100000000,39,141,"Ross County, OH"
CN3914300000000,39,143,"Sandusky County, OH"
CN3914500000000,39,145,"Scioto County, OH"
CN3914700000000,39,147,"Seneca County, OH"
CN3914900000000,39,149,"Shelby County, OH"
CN3915100000000,39,151,"Stark County, OH"
CN3915300000000,39,153,"Summit County, OH"
CN3915500000000,39,155,"Trumbull County, OH"
CN3915700000000,39,157,"Tuscarawas County, OH"
CN3915900000000,39,159,"Union County, OH"
CN3916100000000,39,161,"Van Wert County, OH"
CN3916300000000,39,163,"Vinton County, OH"
CN3916500000000,39,165,"Warren County, OH"
CN3916700000000,39,167,"Washington County, OH"
CN3916900000000,39,169,"Wayne County, OH"
CN3917100000000,39,171,"Williams County, OH"
CN3917300000000,39,173,"Wood County, OH"
CN3917500000000,39,175,"Wyandot County, OH"
CN4000100000000,40,1,"Adair County, OK"
CN4000300000000,40,3,"Alfalfa County, OK"
CN4000500000000,40,5,"Atoka County, OK"
CN4000700000000,40,7,"Beaver County, OK"
CN4000900000000,40,9,"Beckham County, OK"
CN4001100000000,40,11,"Blaine County, OK"
CN4001300000000,40,13,"Bryan County, OK"
CN4001500000000,40,15,"Caddo County, OK"
CN4001700000000,40,17,"Canadian County, OK"
CN4001900000000,40,19,"Carter County, OK"
CN4002100000000,40,21,"Cherokee County, OK"
CN4002300000000,40,23,"Choctaw County, OK"
CN4002500000000,40,25,"Cimarron County, OK"
CN4002700000000,40,27,"Cleveland County, OK"
CN4002900000000,40,29,"Coal County, OK"
CN4003100000000,40,31,"Comanche County, OK"
CN4003300000000,40,33,"Cotton County, OK"
CN4003500000000,40,35,"Craig County, OK"
CN4003700000000,40,37,"Creek County, OK"
CN4003900000000,40,39,"Custer County, OK"
CN4004100000000,40,41,"Delaware County, OK"
CN4004300000000,40,43,"Dewey County, OK"
CN4004500000000,40,45,"Ellis County, OK"
CN4004700000000,40,47,"Garfield County, OK"
CN4004900000000,40,49,"Garvin County, OK"
CN4005100000000,40,51,"Grady County, OK"
CN4005300000000,40,53,"Grant County, OK"
CN4005500000000,40,55,"Greer County, OK"
CN4005700000000,40,57,"Harmon County, OK"
CN4005900000000,40,59,"Harper County, OK"
CN4006100000000,40,61,"Haskell County, OK"
CN4006300000000,40,63,"Hughes County, OK"
CN4006500000000,40,65,"Jackson County, OK"
CN4006700000000,40,67,"Jefferson County, OK"
CN4006900000000,40,69,"Johnston County, OK"
CN4007100000000,40,71,"Kay County, OK"
CN4007300000000,40,73,"Kingfisher County, OK"
CN4007500000000,40,75,"Kiowa County, OK"
CN4007700000000,40,77,"Latimer County, OK"
CN4007900000000,40,79,"Le Flore County, OK"
CN4008100000000,40,81,"Lincoln County, OK"
CN4008300000000,40,83,"Logan County, OK"
CN4008500000000,40,85,"Love County, OK"
CN4008700000000,40,87,"McClain County, OK"
CN4008900000000,40,89,"McCurtain County, OK"
CN4009100000000,40,91,"McIntosh County, OK"
CN4009300000000,40,93,"Major County, OK"
CN4009500000000,40,95,"Marshall County, OK"
CN4009700000000,40,97,"Mayes County, OK"
CN4009900000000,40,99,"Murray County, OK"
CN4010100000000,40,101,"Muskogee County, OK"
CN4010300000000,40,103,"Noble County, OK"
CN4010500000000,40,105,"Nowata County, OK"
CN4010700000000,40,107,"Okfuskee County, OK"
CN4010900000000,40,109,"Oklahoma County, OK"
CN4011100000000,40,111,"Okmulgee County, OK"
CN4011300000000,40,113,"Osage County, OK"
CN4011500000000,40,115,"Ottawa County, OK"
CN4011700000000,40,117,"Pawnee County, OK"
CN4011900000000,40,119,"Payne County, OK"
CN4012100000000,40,121,"Pittsburg County, OK"
CN4012300000000,40,123,"Pontotoc County, OK"
CN4012500000000,40,125,"Pottawatomie County, OK"
CN4012700000000,40,127,"Pushmataha County, OK"
CN4012900000000,40,129,"Roger Mills County, OK"
CN4013100000000,40,131,"Rogers County, OK"
CN4013300000000,40,133,"Seminole County, OK"
CN4013500000000,40,135,"Sequoyah County, OK"
CN4013700000000,40,137,"Stephens County, OK"
CN4013900000000,40,139,"Texas County, OK"
CN4014100000000,40,141,"Tillman County, OK"
CN4014300000000,40,143,"Tulsa County, OK"
CN4014500000000,40,145,"Wagoner County, OK"
CN4014700000000,40,147,"Washington County, OK"
CN4014900000000,40,149,"Washita County, OK"
CN4015100000000,40,151,"Woods County, OK"
CN4015300000000,40,153,"Woodward County, OK"
CN4100100000000,41,1,"Baker County, OR"
CN4100300000000,41,3,"Benton County, OR"
CN4100500000000,41,5,"Clackamas County, OR"
CN4100700000000,41,7,"Clatsop County, OR"
CN4100900000000,41,9,"Columbia County, OR"
CN4101100000000,41,11,"Coos County, OR"
CN4101300000000,41,13,"Crook County, OR"
CN4101500000000,41,15,"Curry County, OR"
CN4101700000000,41,17,"Deschutes County, OR"
CN4101900000000,41,19,"Douglas County, OR"
CN4102100000000,41,21,"Gilliam County, OR"
CN4102300000000,41,23,"Grant County, OR"
CN4102500000000,41,25,"Harney County, OR"
CN4102700000000,41,27,"Hood River County, OR"
CN4102900000000,41,29,"Jackson County, OR"
CN4103100000000,41,31,"Jefferson County, OR"
CN4103300000000,41,33,"Josephine County, OR"
CN4103500000000,41,35,"Klamath County, OR"
CN4103700000000,41,37,"Lake County, OR"
CN4103900000000,41,39,"Lane County, OR"
CN4104100000000,41,41,"Lincoln County, OR"
CN4104300000000,41,43,"Linn County, OR"
CN4104500000000,41,45,"Malheur County, OR"
CN4104700000000,41,47,"Marion County, OR"
CN4104900000000,41,49,"Morrow County, OR"
CN4105100000000,41,51,"Multnomah County, OR"
CN4105300000000,41,53,"Polk County, OR"
CN4105500000000,41,55,"Sherman County, OR"
CN4105700000000,41,57,"Tillamook County, OR"
CN4105900000000,41,59,"Umatilla County, OR"
CN4106100000000,41,61,"Union County, OR"
CN4106300000000,41,63,"Wallowa County, OR"
CN4106500000000,41,65,"Wasco County, OR"
CN4106700000000,41,67,"Washington County, OR"
CN4106900000000,41,69,"Wheeler County, OR"
CN4107100000000,41,71,"Yamhill County, OR"
CN4200100000000,42,1,"Adams County, PA"
CN4200300000000,42,3,"Allegheny County, PA"
CN4200500000000,42,5,"Armstrong County, PA"
CN4200700000000,42,7,"Beaver County, PA"
CN4200900000000,42,9,"Bedford County, PA"
CN4201100000000,42,11,"Berks County, PA"
CN4201300000000,42,13,"Blair County, PA"
CN4201500000000,42,15,"Bradford County, PA"
CN4201700000000,42,17,"Bucks County, PA"
CN4201900000000,42,19,"Butler County, PA"
CN4202100000000,42,21,"Cambria County, PA"
CN4202300000000,42,23,"Cameron County, PA"
CN4202500000000,42,25,"Carbon County, PA"
CN4202700000000,42,27,"Centre County, PA"
CN4202900000000,42,29,"Chester County, PA"
CN4203100000000,42,31,"Clarion County, PA"
CN4203300000000,42,33,"Clearfield County, PA"
CN4203500000000,42,35,"Clinton County, PA"
CN4203700000000,42,37,"Columbia County, PA"
CN4203900000000,42,39,"Crawford County, PA"
CN4204100000000,42,41,"Cumberland County, PA"
CN4204300000000,42,43,"Dauphin County, PA"
CN4204500000000,42,45,"Delaware County, PA"
CN4204700000000,42,47,"Elk County, PA"
CN4204900000000,42,49,"Erie County, PA"
CN4205100000000,42,51,"Fayette County, PA"
CN4205300000000,42,53,"Forest County, PA"
CN4205500000000,42,55,"Franklin County, PA"
CN4205700000000,42,57,"Fulton County, PA"
CN4205900000000,42,59,"Greene County, PA"
CN4206100000000,42,61,"Huntingdon County, PA"
CN4206300000000,42,63,"Indiana County, PA"
CN4206500000000,42,65,"Jefferson County, PA"
CN4206700000000,42,67,"Juniata County, PA"
CN4206900000000,42,69,"Lackawanna County, PA"
CN4207100000000,42,71,"Lancaster County, PA"
CN4207300000000,42,73,"Lawrence County, PA"
CN4207500000000,42,75,"Lebanon County, PA"
CN4207700000000,42,77,"Lehigh County, PA"
CN4207900000000,42,79,"Luzerne County, PA"
CN4208100000000,42,81,"Lycoming County, PA"
CN4208300000000,42,83,"McKean County, PA"
CN4208500000000,42,85,"Mercer County, PA"
CN4208700000000,42,87,"Mifflin County, PA"
CN4208900000000,42,89,"Monroe County, PA"
CN4209100000000,42,91,"Montgomery County, PA"
CN4209300000000,42,93,"Montour County, PA"
CN4209500000000,42,95,"Northampton County, PA"
CN4209700000000,42,97,"Northumberland County, PA"
CN4209900000000,42,99,"Perry County, PA"
CN4210100000000,42,101,"Philadelphia County/city, PA"
CN4210300000000,42,103,"Pike County, PA"
CN4210500000000,42,105,"Potter County, PA"
CN4210700000000,42,107,"Schuylkill County, PA"
CN4210900000000,42,109,"Snyder County, PA"
CN4211100000000,42,111,"Somerset County, PA"
CN4211300000000,42,113,"Sullivan County, PA"
CN4211500000000,42,115,"Susquehanna County, PA"
CN4211700000000,42,117,"Tioga County, PA"
CN4211900000000,42,119,"Union County, PA"
CN4212100000000,42,121,"Venango County, PA"
CN4212300000000,42,123,"Warren County, PA"
CN4212500000000,42,125,"Washington County, PA"
CN4212700000000,42,127,"Wayne County, PA"
CN4212900000000,42,129,"Westmoreland County, PA"
CN4213100000000,42,131,"Wyoming County, PA"
CN4213300000000,42,133,"York County, PA"
CN4400100000000,44,1,"Bristol County, RI"
CN4400300000000,44,3,"Kent County, RI"
CN4400500000000,44,5,"Newport County, RI"
CN4400700000000,44,7,"Providence County, RI"
CN4400900000000,44,9,"Washington County, RI"
CN4500100000000,45,1,"Abbeville County, SC"
CN4500300000000,45,3,"Aiken County, SC"
CN4500500000000,45,5,"Allendale County, SC"
CN4500700000000,45,7,"Anderson County, SC"
CN4500900000000,45,9,"Bamberg County, SC"
CN4501100000000,45,11,"Barnwell County, SC"
CN4501300000000,45,13,"Beaufort County, SC"
CN4501500000000,45,15,"Berkeley County, SC"
CN4501700000000,45,17,"Calhoun County, SC"
CN4501900000000,45,19,"Charleston County, SC"
CN4502100000000,45,21,"Cherokee County, SC"
CN4502300000000,45,23,"Chester County, SC"
CN4502500000000,45,25,"Chesterfield County, SC"
CN4502700000000,45,27,"Clarendon County, SC"
CN4502900000000,45,29,"Colleton County, SC"
CN4503100000000,45,31,"Darlington County, SC"
CN4503300000000,45,33,"Dillon County, SC"
CN4503500000000,45,35,"Dorchester County, SC"
CN4503700000000,45,37,"Edgefield County, SC"
CN4503900000000,45,39,"Fairfield County, SC"
CN4504100000000,45,41,"Florence County, SC"
CN4504300000000,45,43,"Georgetown County, SC"
CN4504500000000,45,45,"Greenville County, SC"
CN4504700000000,45,47,"Greenwood County, SC"
CN4504900000000,45,49,"Hampton County, SC"
CN4505100000000,45,51,"Horry County, SC"
CN4505300000000,45,53,"Jasper County, SC"
CN4505500000000,45,55,"Kershaw County, SC"
CN4505700000000,45,57,"Lancaster County, SC"
CN4505900000000,45,59,"Laurens County, SC"
CN4506100000000,45,61,"Lee County, SC"
CN4506300000000,45,63,"Lexington County, SC"
CN4506500000000,45,65,"McCormick County, SC"
CN4506700000000,45,67,"Marion County, SC"
CN4506900000000,45,69,"Marlboro County, SC"
CN4507100000000,45,71,"Newberry County, SC"
CN4507300000000,45,73,"Oconee County, SC"
CN4507500000000,45,75,"Orangeburg County, SC"
CN4507700000000,45,77,"Pickens County, SC"
CN4507900000000,45,79,"Richland County, SC"
CN4508100000000,45,81,"Saluda County, SC"
CN4508300000000,45,83,"Spartanburg County, SC"
CN4508500000000,45,85,"Sumter County, SC"
CN4508700000000,45,87,"Union County, SC"
CN4508900000000,45,89,"Williamsburg County, SC"
CN4509100000000,45,91,"York County, SC"
CN4600300000000,46,3,"Aurora County, SD"
CN4600500000000,46,5,"Beadle County, SD"
CN4600700000000,46,7,"Bennett County, SD"
CN4600900000000,46,9,"Bon Homme County, SD"
CN4601100000000,46,11,"Brookings County, SD"
CN4601300000000,46,13,"Brown County, SD"
CN4601500000000,46,15,"Brule County, SD"
CN4601700000000,46,17,"Buffalo County, SD"
CN4601900000000,46,19,"Butte County, SD"
CN4602100000000,46,21,"Campbell County, SD"
CN4602300000000,46,23,"Charles Mix County, SD"
CN4602500000000,46,25,"Clark County, SD"
CN4602700000000,46,27,"Clay County, SD"
CN4602900000000,46,29,"Codington County, SD"
CN4603100000000,46,31,"Corson County, SD"
CN4603300000000,46,33,"Custer County, SD"
CN4603500000000,46,35,"Davison County, SD"
CN4603700000000,46,37,"Day County, SD"
CN4603900000000,46,39,"Deuel County, SD"
CN4604100000000,46,41,"Dewey County, SD"
CN4604300000000,46,43,"Douglas County, SD"
CN4604500000000,46,45,"Edmunds County, SD"
CN4604700000000,46,47,"Fall River County, SD"
CN4604900000000,46,49,"Faulk County, SD"
CN4605100000000,46,51,"Grant County, SD"
CN4605300000000,46,53,"Gregory County, SD"
CN4605500000000,46,55,"Haakon County, SD"
CN4605700000000,46,57,"Hamlin County, SD"
CN4605900000000,46,59,"Hand County, SD"
CN4606100000000,46,61,"Hanson County, SD"
CN4606300000000,46,63,"Harding County, SD"
CN4606500000000,46,65,"Hughes County, SD"
CN4606700000000,46,67,"Hutchinson County, SD"
CN4606900000000,46,69,"Hyde County, SD"
CN4607100000000,46,71,"Jackson County, SD"
CN4607300000000,46,73,"Jerauld County, SD"
CN4607500000000,46,75,"Jones County, SD"
CN4607700000000,46,77,"Kingsbury County, SD"
CN4607900000000,46,79,"Lake County, SD"
CN4608100000000,46,81,"Lawrence County, SD"
CN4608300000000,46,83,"Lincoln County, SD"
CN4608500000000,46,85,"Lyman County, SD"
